"id","kata_a","kata_b","jenis","penjelasan","penggunaan_a","penggunaan_b"
99,alpukah,inisiatif,sinonim_satu_synset,'alpukah' dan 'inisiatif' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'alpukah' dalam kalimat.,Padanan kata 'alpukah' adalah 'inisiatif'.
100,cilap,cilok,varian_baku_tidak_baku,'cilap' dan 'cilok' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'cilap' dalam kalimat.,Padanan kata 'cilap' adalah 'cilok'.
101,alu,elu,varian_baku_tidak_baku,'alu' dan 'elu' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'alu' dalam kalimat.,Padanan kata 'alu' adalah 'elu'.
102,ama,hama,varian_baku_tidak_baku,'ama' dan 'hama' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ama' dalam kalimat.,Padanan kata 'ama' adalah 'hama'.
103,amandemen,amendemen,varian_baku_tidak_baku,'amandemen' dan 'amendemen' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'amandemen' dalam kalimat.,Padanan kata 'amandemen' adalah 'amendemen'.
104,amarah,marah,sinonim_satu_synset,'amarah' dan 'marah' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'amarah' dalam kalimat.,Padanan kata 'amarah' adalah 'marah'.
105,amat,terlalu,sinonim_satu_synset,'amat' dan 'terlalu' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'amat' dalam kalimat.,Padanan kata 'amat' adalah 'terlalu'.
106,ambeg,ambek,varian_baku_tidak_baku,'ambeg' dan 'ambek' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ambeg' dalam kalimat.,Padanan kata 'ambeg' adalah 'ambek'.
107,ambeien,wasir,sinonim_satu_synset,'ambeien' dan 'wasir' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'ambeien' dalam kalimat.,Padanan kata 'ambeien' adalah 'wasir'.
108,ambal,permadani,sinonim_satu_synset,'ambal' dan 'permadani' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'ambal' dalam kalimat.,Padanan kata 'ambal' adalah 'permadani'.
109,ambalela,balela,varian_baku_tidak_baku,'ambalela' dan 'balela' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ambalela' dalam kalimat.,Padanan kata 'ambalela' adalah 'balela'.
110,kuyam,koyam,varian_baku_tidak_baku,'kuyam' dan 'koyam' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'kuyam' dalam kalimat.,Padanan kata 'kuyam' adalah 'koyam'.
111,amberal,admiral,varian_baku_tidak_baku,'amberal' dan 'admiral' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'amberal' dalam kalimat.,Padanan kata 'amberal' adalah 'admiral'.
112,ambigu,taksa,sinonim_satu_synset,'ambigu' dan 'taksa' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'ambigu' dalam kalimat.,Padanan kata 'ambigu' adalah 'taksa'.
113,ambin,amben,varian_baku_tidak_baku,'ambin' dan 'amben' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ambin' dalam kalimat.,Padanan kata 'ambin' adalah 'amben'.
114,ambril,amril,varian_baku_tidak_baku,'ambril' dan 'amril' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ambril' dalam kalimat.,Padanan kata 'ambril' adalah 'amril'.
115,ami,umi,varian_baku_tidak_baku,'ami' dan 'umi' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ami' dalam kalimat.,Padanan kata 'ami' adalah 'umi'.
116,amien,amin,varian_baku_tidak_baku,'amien' dan 'amin' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'amien' dalam kalimat.,Padanan kata 'amien' adalah 'amin'.
117,amirulbahri,amirulbahar,varian_baku_tidak_baku,'amirulbahri' dan 'amirulbahar' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'amirulbahri' dalam kalimat.,Padanan kata 'amirulbahri' adalah 'amirulbahar'.
118,ammabakdu,amabakdu,varian_baku_tidak_baku,'ammabakdu' dan 'amabakdu' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ammabakdu' dalam kalimat.,Padanan kata 'ammabakdu' adalah 'amabakdu'.
119,ammi,ami,varian_baku_tidak_baku,'ammi' dan 'ami' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ammi' dalam kalimat.,Padanan kata 'ammi' adalah 'ami'.
120,ampang,gampang,sinonim_satu_synset,'ampang' dan 'gampang' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'ampang' dalam kalimat.,Padanan kata 'ampang' adalah 'gampang'.
121,ampang,mudah,sinonim_satu_synset,'ampang' dan 'mudah' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'ampang' dalam kalimat.,Padanan kata 'ampang' adalah 'mudah'.
122,ampelam,mempelam,varian_baku_tidak_baku,'ampelam' dan 'mempelam' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ampelam' dalam kalimat.,Padanan kata 'ampelam' adalah 'mempelam'.
123,ampibi,amfibi,varian_baku_tidak_baku,'ampibi' dan 'amfibi' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ampibi' dalam kalimat.,Padanan kata 'ampibi' adalah 'amfibi'.
124,amuba,ameba,sinonim_satu_synset,'amuba' dan 'ameba' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'amuba' dalam kalimat.,Padanan kata 'amuba' adalah 'ameba'.
125,ampu,empu,varian_baku_tidak_baku,'ampu' dan 'empu' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ampu' dalam kalimat.,Padanan kata 'ampu' adalah 'empu'.
126,ampung,apung,varian_baku_tidak_baku,'ampung' dan 'apung' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ampung' dalam kalimat.,Padanan kata 'ampung' adalah 'apung'.
127,amputir,amputasi,varian_baku_tidak_baku,'amputir' dan 'amputasi' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'amputir' dalam kalimat.,Padanan kata 'amputir' adalah 'amputasi'.
128,jais,jaiz,varian_baku_tidak_baku,'jais' dan 'jaiz' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'jais' dalam kalimat.,Padanan kata 'jais' adalah 'jaiz'.
129,kintar,kitar,varian_baku_tidak_baku,'kintar' dan 'kitar' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'kintar' dalam kalimat.,Padanan kata 'kintar' adalah 'kitar'.
130,anak,ranting,sinonim_satu_synset,'anak' dan 'ranting' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'anak' dalam kalimat.,Padanan kata 'anak' adalah 'ranting'.
131,anak,pemuda,sinonim_satu_synset,'anak' dan 'pemuda' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'anak' dalam kalimat.,Padanan kata 'anak' adalah 'pemuda'.
132,anak,keturunan,sinonim_satu_synset,'anak' dan 'keturunan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'anak' dalam kalimat.,Padanan kata 'anak' adalah 'keturunan'.
133,analisa,analisis,varian_baku_tidak_baku,'analisa' dan 'analisis' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'analisa' dalam kalimat.,Padanan kata 'analisa' adalah 'analisis'.
134,anamel,enamel,varian_baku_tidak_baku,'anamel' dan 'enamel' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'anamel' dalam kalimat.,Padanan kata 'anamel' adalah 'enamel'.
135,ancing,hancing,varian_baku_tidak_baku,'ancing' dan 'hancing' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ancing' dalam kalimat.,Padanan kata 'ancing' adalah 'hancing'.
136,andai,misal,sinonim_satu_synset,'andai' dan 'misal' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'andai' dalam kalimat.,Padanan kata 'andai' adalah 'misal'.
137,andai,handai,varian_baku_tidak_baku,'andai' dan 'handai' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'andai' dalam kalimat.,Padanan kata 'andai' adalah 'handai'.
138,anderik,anderak,varian_baku_tidak_baku,'anderik' dan 'anderak' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'anderik' dalam kalimat.,Padanan kata 'anderik' adalah 'anderak'.
139,andikara,adikara,varian_baku_tidak_baku,'andikara' dan 'adikara' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'andikara' dalam kalimat.,Padanan kata 'andikara' adalah 'adikara'.
140,anduk,handuk,varian_baku_tidak_baku,'anduk' dan 'handuk' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'anduk' dalam kalimat.,Padanan kata 'anduk' adalah 'handuk'.
141,anggak,congkak,sinonim_satu_synset,'anggak' dan 'congkak' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'anggak' dalam kalimat.,Padanan kata 'anggak' adalah 'congkak'.
142,anggak,sombong,sinonim_satu_synset,'anggak' dan 'sombong' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'anggak' dalam kalimat.,Padanan kata 'anggak' adalah 'sombong'.
143,anggak,angkuh,sinonim_satu_synset,'anggak' dan 'angkuh' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'anggak' dalam kalimat.,Padanan kata 'anggak' adalah 'angkuh'.
144,anggap,menyangka,sinonim_satu_synset,'anggap' dan 'menyangka' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'anggap' dalam kalimat.,Padanan kata 'anggap' adalah 'menyangka'.
145,mandarsah,madrasah,varian_baku_tidak_baku,'mandarsah' dan 'madrasah' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'mandarsah' dalam kalimat.,Padanan kata 'mandarsah' adalah 'madrasah'.
146,anggara,buas,sinonim_satu_synset,'anggara' dan 'buas' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'anggara' dalam kalimat.,Padanan kata 'anggara' adalah 'buas'.
147,anggu,peranggu,varian_baku_tidak_baku,'anggu' dan 'peranggu' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'anggu' dalam kalimat.,Padanan kata 'anggu' adalah 'peranggu'.
148,angkar,angker,varian_baku_tidak_baku,'angkar' dan 'angker' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'angkar' dalam kalimat.,Padanan kata 'angkar' adalah 'angker'.
149,masyakat,masyakah,varian_baku_tidak_baku,'masyakat' dan 'masyakah' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'masyakat' dalam kalimat.,Padanan kata 'masyakat' adalah 'masyakah'.
150,angkat,menaikkan,sinonim_satu_synset,'angkat' dan 'menaikkan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'angkat' dalam kalimat.,Padanan kata 'angkat' adalah 'menaikkan'.
151,angkuh,sombong,sinonim_satu_synset,'angkuh' dan 'sombong' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'angkuh' dalam kalimat.,Padanan kata 'angkuh' adalah 'sombong'.
152,angkuh,kesombongan,sinonim_satu_synset,'angkuh' dan 'kesombongan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'angkuh' dalam kalimat.,Padanan kata 'angkuh' adalah 'kesombongan'.
153,angkus,angkusa,sinonim_satu_synset,'angkus' dan 'angkusa' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'angkus' dalam kalimat.,Padanan kata 'angkus' adalah 'angkusa'.
154,angsang,insang,varian_baku_tidak_baku,'angsang' dan 'insang' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'angsang' dalam kalimat.,Padanan kata 'angsang' adalah 'insang'.
155,angus,hangus,varian_baku_tidak_baku,'angus' dan 'hangus' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'angus' dalam kalimat.,Padanan kata 'angus' adalah 'hangus'.
156,anjangsono,anjangsana,varian_baku_tidak_baku,'anjangsono' dan 'anjangsana' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'anjangsono' dalam kalimat.,Padanan kata 'anjangsono' adalah 'anjangsana'.
157,anom,muda,sinonim_satu_synset,'anom' dan 'muda' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'anom' dalam kalimat.,Padanan kata 'anom' adalah 'muda'.
158,anomali,kelainan,sinonim_satu_synset,'anomali' dan 'kelainan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'anomali' dalam kalimat.,Padanan kata 'anomali' adalah 'kelainan'.
159,ansor,ansar,varian_baku_tidak_baku,'ansor' dan 'ansar' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ansor' dalam kalimat.,Padanan kata 'ansor' adalah 'ansar'.
160,ansori,ansari,varian_baku_tidak_baku,'ansori' dan 'ansari' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ansori' dalam kalimat.,Padanan kata 'ansori' adalah 'ansari'.
161,antariksawan,astronaut,sinonim_satu_synset,'antariksawan' dan 'astronaut' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'antariksawan' dalam kalimat.,Padanan kata 'antariksawan' adalah 'astronaut'.
162,antasida,antasid,sinonim_satu_synset,'antasida' dan 'antasid' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'antasida' dalam kalimat.,Padanan kata 'antasida' adalah 'antasid'.
163,antimon,antimonium,varian_baku_tidak_baku,'antimon' dan 'antimonium' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'antimon' dalam kalimat.,Padanan kata 'antimon' adalah 'antimonium'.
164,anus,dubur,sinonim_satu_synset,'anus' dan 'dubur' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'anus' dalam kalimat.,Padanan kata 'anus' adalah 'dubur'.
165,anyak,enyak,varian_baku_tidak_baku,'anyak' dan 'enyak' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'anyak' dalam kalimat.,Padanan kata 'anyak' adalah 'enyak'.
166,anyak-anyik,onyak-anyik,varian_baku_tidak_baku,'anyak-anyik' dan 'onyak-anyik' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'anyak-anyik' dalam kalimat.,Padanan kata 'anyak-anyik' adalah 'onyak-anyik'.
167,anyik,onyak-anyik,varian_baku_tidak_baku,'anyik' dan 'onyak-anyik' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'anyik' dalam kalimat.,Padanan kata 'anyik' adalah 'onyak-anyik'.
168,apek,apak,varian_baku_tidak_baku,'apek' dan 'apak' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'apek' dalam kalimat.,Padanan kata 'apek' adalah 'apak'.
169,apem,apam,varian_baku_tidak_baku,'apem' dan 'apam' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'apem' dalam kalimat.,Padanan kata 'apem' adalah 'apam'.
