id,kata_a,kata_b,jenis_oposisi,bidang,tingkat_keyakinan,penjelasan,penggunaan_a,penggunaan_b,catatan
81,rapi,berantakan,gradabel/kontekstual,umum,menengah,Pasangan 'rapi' dan 'berantakan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'rapi' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'berantakan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
82,hemat,boros,gradabel/kontekstual,umum,menengah,Pasangan 'hemat' dan 'boros' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'hemat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'boros' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
83,ramah,galak,gradabel/kontekstual,umum,menengah,Pasangan 'ramah' dan 'galak' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'ramah' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'galak' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
84,pelit,dermawan,gradabel/kontekstual,umum,menengah,Pasangan 'pelit' dan 'dermawan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'pelit' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'dermawan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
85,percaya,ragu,gradabel/kontekstual,umum,menengah,Pasangan 'percaya' dan 'ragu' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'percaya' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'ragu' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
86,yakin,sangsi,gradabel/kontekstual,umum,menengah,Pasangan 'yakin' dan 'sangsi' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'yakin' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'sangsi' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
87,pasti,mungkin,gradabel/kontekstual,umum,menengah,Pasangan 'pasti' dan 'mungkin' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'pasti' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'mungkin' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
88,sering,jarang,gradabel/kontekstual,umum,menengah,Pasangan 'sering' dan 'jarang' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'sering' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'jarang' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
89,selalu,kadang-kadang,gradabel/kontekstual,umum,menengah,Pasangan 'selalu' dan 'kadang-kadang' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'selalu' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kadang-kadang' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
90,semua,sebagian,gradabel/kontekstual,umum,menengah,Pasangan 'semua' dan 'sebagian' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'semua' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'sebagian' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
91,umum,khusus,gradabel/kontekstual,umum,menengah,Pasangan 'umum' dan 'khusus' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'umum' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'khusus' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
92,global,lokal,gradabel/kontekstual,umum,menengah,Pasangan 'global' dan 'lokal' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'global' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'lokal' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
93,pusat,daerah,gradabel/kontekstual,umum,menengah,Pasangan 'pusat' dan 'daerah' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'pusat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'daerah' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
94,majikan,buruh,relasional,umum,menengah,Pasangan 'majikan' dan 'buruh' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'majikan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'buruh' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
95,guru,murid,relasional,umum,menengah,Pasangan 'guru' dan 'murid' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'guru' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'murid' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
96,orang tua,anak,gradabel/kontekstual,umum,menengah,Pasangan 'orang tua' dan 'anak' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'orang tua' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'anak' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
97,suami,istri,relasional,umum,menengah,Pasangan 'suami' dan 'istri' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'suami' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'istri' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
98,kakak,adik,relasional,umum,menengah,Pasangan 'kakak' dan 'adik' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kakak' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'adik' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
99,pria,wanita,gradabel/kontekstual,umum,menengah,Pasangan 'pria' dan 'wanita' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'pria' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'wanita' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
100,laki-laki,perempuan,gradabel/kontekstual,umum,menengah,Pasangan 'laki-laki' dan 'perempuan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'laki-laki' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'perempuan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
101,jantan,betina,relasional,umum,menengah,Pasangan 'jantan' dan 'betina' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'jantan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'betina' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
102,tuan,hamba,gradabel/kontekstual,umum,menengah,Pasangan 'tuan' dan 'hamba' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'tuan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'hamba' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
103,darat,laut,gradabel/kontekstual,umum,menengah,Pasangan 'darat' dan 'laut' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'darat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'laut' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
104,udara,tanah,gradabel/kontekstual,umum,menengah,Pasangan 'udara' dan 'tanah' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'udara' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tanah' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
105,gunung,lembah,gradabel/kontekstual,umum,menengah,Pasangan 'gunung' dan 'lembah' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'gunung' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'lembah' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
106,lahir,wafat,gradabel/kontekstual,umum,menengah,Pasangan 'lahir' dan 'wafat' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'lahir' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'wafat' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
107,kawin,cerai,gradabel/kontekstual,umum,menengah,Pasangan 'kawin' dan 'cerai' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kawin' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'cerai' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
108,nikah,bujang,gradabel/kontekstual,umum,menengah,Pasangan 'nikah' dan 'bujang' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'nikah' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'bujang' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
109,kaya,miskin,gradabel/kontekstual,umum,menengah,Pasangan 'kaya' dan 'miskin' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kaya' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'miskin' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
110,sukses,gagal,komplementer,umum,tinggi,Pasangan 'sukses' dan 'gagal' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'sukses' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'gagal' disesuaikan dengan konteks kalimat.,Hubungan pertentangan makna relatif langsung.
111,juara,pecundang,gradabel/kontekstual,umum,menengah,Pasangan 'juara' dan 'pecundang' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'juara' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'pecundang' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
112,aneh,normal,gradabel/kontekstual,umum,menengah,Pasangan 'aneh' dan 'normal' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'aneh' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'normal' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
113,gratis,bayar,gradabel/kontekstual,umum,menengah,Pasangan 'gratis' dan 'bayar' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'gratis' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'bayar' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
114,aset,liabilitas,gradabel/kontekstual,ekonomi,menengah,Pasangan 'aset' dan 'liabilitas' memiliki hubungan pertentangan makna dalam konteks ekonomi.,Contoh: penggunaan kata 'aset' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'liabilitas' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
115,modal,beban,gradabel/kontekstual,umum,menengah,Pasangan 'modal' dan 'beban' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'modal' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'beban' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
116,pendapatan,pengeluaran,gradabel/kontekstual,ekonomi,menengah,Pasangan 'pendapatan' dan 'pengeluaran' memiliki hubungan pertentangan makna dalam konteks ekonomi.,Contoh: penggunaan kata 'pendapatan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'pengeluaran' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
117,surplus,defisit,gradabel/kontekstual,ekonomi,menengah,Pasangan 'surplus' dan 'defisit' memiliki hubungan pertentangan makna dalam konteks ekonomi.,Contoh: penggunaan kata 'surplus' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'defisit' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
118,ekspor,impor,relasional,ekonomi,menengah,Pasangan 'ekspor' dan 'impor' memiliki hubungan pertentangan makna dalam konteks ekonomi.,Contoh: penggunaan kata 'ekspor' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'impor' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
119,produksi,konsumsi,gradabel/kontekstual,umum,menengah,Pasangan 'produksi' dan 'konsumsi' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'produksi' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'konsumsi' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
120,penjual,pembeli,relasional,ekonomi,menengah,Pasangan 'penjual' dan 'pembeli' memiliki hubungan pertentangan makna dalam konteks ekonomi.,Contoh: penggunaan kata 'penjual' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'pembeli' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
121,pemilik,penyewa,relasional,umum,menengah,Pasangan 'pemilik' dan 'penyewa' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'pemilik' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'penyewa' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
122,tuan rumah,tamu,relasional,umum,menengah,Pasangan 'tuan rumah' dan 'tamu' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'tuan rumah' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tamu' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
123,pemimpin,pengikut,relasional,umum,menengah,Pasangan 'pemimpin' dan 'pengikut' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'pemimpin' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'pengikut' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
124,komandan,prajurit,relasional,umum,menengah,Pasangan 'komandan' dan 'prajurit' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'komandan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'prajurit' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
125,atasan,bawahan,relasional,umum,menengah,Pasangan 'atasan' dan 'bawahan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'atasan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'bawahan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
126,senior,yunior,gradabel/kontekstual,umum,menengah,Pasangan 'senior' dan 'yunior' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'senior' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'yunior' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
127,pemula,ahli,gradabel/kontekstual,umum,menengah,Pasangan 'pemula' dan 'ahli' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'pemula' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'ahli' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
128,amatir,profesional,gradabel/kontekstual,umum,menengah,Pasangan 'amatir' dan 'profesional' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'amatir' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'profesional' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
129,teori,praktik,gradabel/kontekstual,umum,menengah,Pasangan 'teori' dan 'praktik' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'teori' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'praktik' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
130,fakta,fiksi,gradabel/kontekstual,bahasa dan penelitian,menengah,Pasangan 'fakta' dan 'fiksi' memiliki hubungan pertentangan makna dalam konteks bahasa dan penelitian.,Contoh: penggunaan kata 'fakta' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'fiksi' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
131,nyata,maya,gradabel/kontekstual,umum,menengah,Pasangan 'nyata' dan 'maya' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'nyata' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'maya' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
132,asli,tiruan,gradabel/kontekstual,umum,menengah,Pasangan 'asli' dan 'tiruan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'asli' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tiruan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
